-5,-5,53,4,'(987008, 8)',7896064
-5,-5,53,5,'(209085472, 2)',418170944
-5,-5,53,6,'(5541077696, 4)',22164310784
-5,-5,53,7,'(20253671456, 58)',1174712944448
-5,-5,53,8,'(259415312640, 240)',62259675033600
-5,-5,53,9,'(1649881824967712, 2)',3299763649935424
-5,-5,53,10,'(3974715240890944, 44)',174887470599201536
-5,-5,59,1,'(46,)',46
-5,-5,59,2,'(1702, 2)',3404
-5,-5,59,3,'(205114,)',205114
-5,-5,59,4,'(3029560, 4)',12118240
-5,-5,59,5,'(714952286,)',714952286
-5,-5,59,6,'(3012919546, 14)',42180873644
-5,-5,59,7,'(2488654593674,)',2488654593674
-5,-5,59,8,'(6117935877840, 24)',146830461068160
-5,-5,59,9,'(8662995963726286,)',8662995963726286
-5,-5,59,10,'(23232579724876082, 22)',511116753947273804
-5,-5,61,1,'(58,)',58
-5,-5,61,2,'(1914, 2)',3828
-5,-5,61,3,'(45530, 5)',227650
-5,-5,61,4,'(1730256, 8)',13842048
-5,-5,61,5,'(844540378,)',844540378
-5,-5,61,6,'(572448690, 90)',51520382100
-5,-5,61,7,'(3142746278338,)',3142746278338
-5,-5,61,8,'(11981707893408, 16)',191707326294528
-5,-5,61,9,'(2338829187208370, 5)',11694145936041850
-5,-5,61,10,'(1045957346370354, 682)',713342910224581428
-5,-5,67,1,'(71,)',71
-5,-5,67,2,'(4615,)',4615
-5,-5,67,3,'(150094, 2)',300188
-5,-5,67,4,'(1342965, 15)',20144475
-5,-5,67,5,'(1350183641,)',1350183641
-5,-5,67,6,'(22614662980, 4)',90458651920
-5,-5,67,7,'(6060706874363,)',6060706874363
-5,-5,67,8,'(27071178245085, 15)',406067673676275
-5,-5,67,9,'(13603267362455218, 2)',27206534724910436
-5,-5,67,10,'(165712527620536325, 11)',1822837803825899575
-5,-5,71,1,'(59,)',59
-5,-5,71,2,'(5015,)',5015
-5,-5,71,3,'(25606, 14)',358484
-5,-5,71,4,'(25421035,)',25421035
-5,-5,71,5,'(1804310329,)',1804310329
-5,-5,71,6,'(4575024020, 28)',128100672560
-5,-5,71,7,'(9095119461319,)',9095119461319
-5,-5,71,8,'(71750388287835, 9)',645753494590515
-5,-5,71,9,'(3274892877958786, 14)',45848500291423004
-5,-5,71,10,'(651048709612213075, 5)',3255243548061065375
-5,-5,73,1,'(58,)',58
-5,-5,73,2,'(2610, 2)',5220
-5,-5,73,3,'(388426,)',388426
-5,-5,73,4,'(354960, 80)',28396800
-5,-5,73,5,'(2073091738,)',2073091738
-5,-5,73,6,'(681687630, 222)',151334653860
-5,-5,73,7,'(11047403889706,)',11047403889706
-5,-5,73,8,'(5040375916320, 160)',806460146611200
-5,-5,73,9,'(325257387799378, 181)',58871587191687418
-5,-5,73,10,'(2148812916721960050, 2)',4297625833443920100
-5,-5,79,1,'(81,)',81
-5,-5,79,2,'(6399,)',6399
-5,-5,79,3,'(6318, 78)',492804
-5,-5,79,4,'(38937915,)',38937915
-5,-5,79,5,'(3077087211,)',3077087211
-5,-5,79,6,'(1558258884, 156)',243088385904
-5,-5,79,7,'(19203905621709,)',19203905621709
-5,-5,79,8,'(1517108739770835,)',1517108739770835
-5,-5,79,9,'(512186309053614, 234)',119851596318545676
-5,-5,79,10,'(860752371621058389, 11)',9468276087831642279
-5,-5,83,1,'(94,)',94
-5,-5,83,2,'(3478, 2)',6956
-5,-5,83,3,'(570298,)',570298
-5,-5,83,4,'(11866936, 4)',47467744
-5,-5,83,5,'(3939070094,)',3939070094
-5,-5,83,6,'(163469648422, 2)',326939296844
-5,-5,83,7,'(27136059310538,)',27136059310538
-5,-5,83,8,'(18769101985680, 120)',2252292238281600
-5,-5,83,9,'(186940254515479294,)',186940254515479294
-5,-5,83,10,'(7758020597108316118, 2)',15516041194216632236
-5,-5,89,1,'(80,)',80
-5,-5,89,2,'(800, 10)',8000
-5,-5,89,3,'(64240, 11)',706640
-5,-5,89,4,'(3137600, 20)',62752000
-5,-5,89,5,'(5584008400,)',5584008400
-5,-5,89,6,'(4517999200, 110)',496979912000
-5,-5,89,7,'(44231325649360,)',44231325649360
-5,-5,89,8,'(32804906966400, 120)',3936588835968000
-5,-5,89,9,'(436309345993840, 803)',350356404833053520
-5,-5,89,10,'(623634398770564000, 50)',31181719938528200000
-5,-5,97,1,'(100,)',100
-5,-5,97,2,'(4800, 2)',9600
-5,-5,97,3,'(912100,)',912100
-5,-5,97,4,'(4425600, 20)',88512000
-5,-5,97,5,'(780675500, 11)',8587430500
-5,-5,97,6,'(19832702400, 42)',832973500800
-5,-5,97,7,'(80798272732900,)',80798272732900
-5,-5,97,8,'(195935836819200, 40)',7837433472768000
-5,-5,97,9,'(760231060037068900,)',760231060037068900
-5,-5,97,10,'(3351927849932904000, 22)',73742412698523888000
-5,-5,101,1,'(90,)',90
-5,-5,101,2,'(1710, 6)',10260
-5,-5,101,3,'(1032210,)',1032210
-5,-5,101,4,'(4336560, 24)',104077440
-5,-5,101,5,'(2102022450, 5)',10510112250
-5,-5,101,6,'(58973253930, 18)',1061518570740
-5,-5,101,7,'(107213515065810,)',107213515065810
-5,-5,101,8,'(225595145293920, 48)',10828566974108160
-5,-5,101,9,'(1093685273732923290,)',1093685273732923290
-5,-5,101,10,'(334733977460614050, 330)',110462212562002636500
-5,-5,103,1,'(106,)',106
-5,-5,103,2,'(5406, 2)',10812
-5,-5,103,3,'(1092118,)',1092118
-5,-5,103,4,'(28132824, 4)',112531296
-5,-5,103,5,'(11592842746,)',11592842746
-5,-5,103,6,'(66336339438, 18)',1194054109884
-5,-5,103,7,'(122987372409574,)',122987372409574
-5,-5,103,8,'(1583462581920816, 8)',12667700655366528
-5,-5,103,9,'(1304773185601953994,)',1304773185601953994
-5,-5,103,10,'(67195818973596632766, 2)',134391637947193265532
-5,-5,107,1,'(48, 2)',96
-5,-5,107,2,'(480, 24)',11520
-5,-5,107,3,'(613584, 2)',1227168
-5,-5,107,4,'(546240, 240)',131097600
-5,-5,107,5,'(7012753008, 2)',14025506016
-5,-5,107,6,'(20843448480, 72)',1500728290560
-5,-5,107,7,'(80289062060304, 2)',160578124120608
-5,-5,107,8,'(35795545284480, 480)',17181861736550400
-5,-5,107,9,'(919229607098171568, 2)',1838459214196343136
-5,-5,107,10,'(8196463989870002400, 24)',196715135756880057600
-5,-5,109,1,'(101,)',101
-5,-5,109,2,'(12019,)',12019
-5,-5,109,3,'(648622, 2)',1297244
-5,-5,109,4,'(15684795, 9)',141163155
-5,-5,109,5,'(15386043161,)',15386043161
-5,-5,109,6,'(29948174984, 56)',1677097799104
-5,-5,109,7,'(182803912682429,)',182803912682429
-5,-5,109,8,'(2213958519365355, 9)',19925626674288195
-5,-5,109,9,'(1085946640846651558, 2)',2171893281693303116
-5,-5,109,10,'(236736367451415563179,)',236736367451415563179
-5,-5,113,1,'(125,)',125
-5,-5,113,2,'(12875,)',12875
-5,-5,113,3,'(720250, 2)',1440500
-5,-5,113,4,'(32612375, 5)',163061875
-5,-5,113,5,'(18424463125,)',18424463125
-5,-5,113,6,'(260243611000, 8)',2081948888000
-5,-5,113,7,'(235260566975125,)',235260566975125
-5,-5,113,8,'(253185162328875, 105)',26584442044531875
-5,-5,113,9,'(1502020967287500250, 2)',3004041934575000500
-5,-5,113,10,'(339456739016676426875,)',339456739016676426875
-5,-5,127,1,'(115,)',115
-5,-5,127,2,'(16215,)',16215
-5,-5,127,3,'(146510, 14)',2051140
-5,-5,127,4,'(52033935, 5)',260169675
-5,-5,127,5,'(33038344825,)',33038344825
-5,-5,127,6,'(3842371260, 1092)',4195869415920
-5,-5,127,7,'(532875817803535,)',532875817803535
-5,-5,127,8,'(13535046826931415, 5)',67675234134657075
-5,-5,127,9,'(613911053757618890, 14)',8594754752606664460
-5,-5,127,10,'(1091533853138865946575,)',1091533853138865946575
-5,-5,131,1,'(128,)',128
-5,-5,131,2,'(4352, 4)',17408
-5,-5,131,3,'(449920, 5)',2249600
-5,-5,131,4,'(36809216, 8)',294473728
-5,-5,131,5,'(38579187328,)',38579187328
-5,-5,131,6,'(252695768320, 20)',5053915366400
-5,-5,131,7,'(662062670393728,)',662062670393728
-5,-5,131,8,'(1806879236914176, 48)',86730203371880448
-5,-5,131,9,'(119596385765249920, 95)',11361656647698742400
-5,-5,131,10,'(33826750493576710912, 44)',1488377021717375280128
-5,-5,137,1,'(78, 2)',156
-5,-5,137,2,'(1560, 12)',18720
-5,-5,137,3,'(75582, 34)',2569788
-5,-5,137,4,'(2935920, 120)',352310400
-5,-5,137,5,'(24130654158, 2)',48261308316
-5,-5,137,6,'(10803691080, 612)',6611858940960
-5,-5,137,7,'(452912157459294, 2)',905824314918588
-5,-5,137,8,'(517074706019040, 240)',124097929444569600
-5,-5,137,9,'(26317982064724506, 646)',17001416413812030876
-5,-5,137,10,'(194099503957228435800, 12)',2329194047486741229600
-5,-5,139,1,'(144,)',144
-5,-5,139,2,'(4896, 4)',19584
-5,-5,139,3,'(894672, 3)',2684016
-5,-5,139,4,'(46658880, 8)',373271040
-5,-5,139,5,'(51889187664,)',51889187664
-5,-5,139,6,'(601046017632, 12)',7212552211584
-5,-5,139,7,'(1002544309563696,)',1002544309563696
-5,-5,139,8,'(8709604191135360, 16)',139353667058165760
-5,-5,139,9,'(113275788018832944, 171)',19370159751220433424
-5,-5,139,10,'(673113051045773446176, 4)',2692452204183093784704
-5,-5,149,1,'(159,)',159
-5,-5,149,2,'(7473, 3)',22419
-5,-5,149,3,'(826164, 4)',3304656
-5,-5,149,4,'(164293905, 3)',492881715
-5,-5,149,5,'(73440290739,)',73440290739
-5,-5,149,6,'(151979477112, 72)',10942522352064
-5,-5,149,7,'(1630436422781031,)',1630436422781031
-5,-5,149,8,'(80978344575892545, 3)',242935033727677635
-5,-5,149,9,'(9049329969142001796, 4)',36197319876568007184
-5,-5,149,10,'(1797800220648358130793, 3)',5393400661945074392379
-5,-5,151,1,'(139,)',139
-5,-5,151,2,'(22935,)',22935
-5,-5,151,3,'(1723322, 2)',3446644
-5,-5,151,4,'(519913515,)',519913515
-5,-5,151,5,'(78502531129,)',78502531129
-5,-5,151,6,'(329275134540, 36)',11853904843440
-5,-5,151,7,'(1789940591552119,)',1789940591552119
-5,-5,151,8,'(1094255216144805, 247)',270281038387766835
-5,-5,151,9,'(20406218384693917982, 2)',40812436769387835964
-5,-5,151,10,'(112048690008288106425, 55)',6162677950455845853375
-5,-5,157,1,'(150,)',150
-5,-5,157,2,'(12450, 2)',24900
-5,-5,157,3,'(1291050, 3)',3873150
-5,-5,157,4,'(3037800, 200)',607560000
-5,-5,157,5,'(95388375750,)',95388375750
-5,-5,157,6,'(2496011494950, 6)',14976068969700
-5,-5,157,7,'(180864873190950, 13)',2351243351482350
-5,-5,157,8,'(922862989035600, 400)',369145195614240000
-5,-5,157,9,'(338922780963386850, 171)',57955795544739151350
-5,-5,157,10,'(4549529950424863637250, 2)',9099059900849727274500
-5,-5,163,1,'(90, 2)',180
-5,-5,163,2,'(6660, 4)',26640
-5,-5,163,3,'(721170, 6)',4327020
-5,-5,163,4,'(17649000, 40)',705960000
-5,-5,163,5,'(57531726450, 2)',115063452900
-5,-5,163,6,'(1562947028460, 12)',18755364341520
-5,-5,163,7,'(1528562675877390, 2)',3057125351754780
-5,-5,163,8,'(6228892667538000, 80)',498311413403040000
-5,-5,163,9,'(4512486696137618490, 18)',81224760530477132820
-5,-5,163,10,'(3309908991805336011300, 4)',13239635967221344045200
-5,-5,167,1,'(162,)',162
-5,-5,167,2,'(4698, 6)',28188
-5,-5,167,3,'(4660254,)',4660254
-5,-5,167,4,'(64813608, 12)',777763296
-5,-5,167,5,'(129891321522,)',129891321522
-5,-5,167,6,'(1205109062622, 18)',21691963127196
-5,-5,167,7,'(3622557706680942,)',3622557706680942
-5,-5,167,8,'(25206963226083792, 24)',604967117426011008
-5,-5,167,9,'(101029508515244225538,)',101029508515244225538
-5,-5,167,10,'(2811987987457978152378, 6)',16871927924747868914268
-5,-5,173,1,'(152,)',152
-5,-5,173,2,'(14896, 2)',29792
-5,-5,173,3,'(5178488,)',5178488
-5,-5,173,4,'(223946464, 4)',895785856
-5,-5,173,5,'(154964656792,)',154964656792
-5,-5,173,6,'(1914911649616, 14)',26808763094624
-5,-5,173,7,'(4637914408934392,)',4637914408934392
-5,-5,173,8,'(33431632441741632, 24)',802359178601799168
-5,-5,173,9,'(138808137864859867544,)',138808137864859867544
-5,-5,173,10,'(1091536720560732394256, 22)',24013807852336112673632
-5,-5,179,1,'(96, 2)',192
-5,-5,179,2,'(1344, 24)',32256
-5,-5,179,3,'(2865312, 2)',5730624
-5,-5,179,4,'(21388416, 48)',1026643968
-5,-5,179,5,'(91883310816, 2)',183766621632
-5,-5,179,6,'(65266076736, 504)',32894102674944
-5,-5,179,7,'(2944023162026784, 2)',5888046324053568
-5,-5,179,8,'(10978753027162368, 96)',1053960290607587328
-5,-5,179,9,'(1059881413973800032, 178)',188658891687336405696
-5,-5,179,10,'(1407080900677521647424, 24)',33769941616260519538176
-5,-5,181,1,'(178,)',178
-5,-5,181,2,'(16554, 2)',33108
-5,-5,181,3,'(1186370, 5)',5931850
-5,-5,181,4,'(134153616, 8)',1073228928
-5,-5,181,5,'(194263646578,)',194263646578
-5,-5,181,6,'(37808425530, 930)',35161835742900
-5,-5,181,7,'(6364291065161578,)',6364291065161578
-5,-5,181,8,'(71996041064567328, 16)',1151936657033077248
-5,-5,181,9,'(41700107007584235530, 5)',208500535037921177650
-5,-5,181,10,'(18869298423493120690314, 2)',37738596846986241380628
-5,-5,191,1,'(96, 2)',192
-5,-5,191,2,'(192, 192)',36864
-5,-5,191,3,'(3483936, 2)',6967872
-5,-5,191,4,'(36480, 36480)',1330790400
-5,-5,191,5,'(127097450976, 2)',254194901952
-5,-5,191,6,'(6967872, 6967872)',48551240208384
-5,-5,191,7,'(4636642109037216, 2)',9273284218074432
-5,-5,191,8,'(1330863360, 1330863360)',1771197282990489600
-5,-5,191,9,'(169149340779786658656, 2)',338298681559573317312
-5,-5,191,10,'(254194901952, 254194901952)',64615048178386893410304
-5,-5,193,1,'(205,)',205
-5,-5,193,2,'(37515,)',37515
-5,-5,193,3,'(3592010, 2)',7184020
-5,-5,193,4,'(277498455, 5)',1387492275
-5,-5,193,5,'(267786109525,)',267786109525
-5,-5,193,6,'(717812910360, 72)',51682529545920
-5,-5,193,7,'(9974730268452805,)',9974730268452805
-5,-5,193,8,'(385024591135138695, 5)',1925122955675693475
-5,-5,193,9,'(185774364947073030410, 2)',371548729894146060820
-5,-5,193,10,'(6518991352087115451825, 11)',71708904872958269970075
-5,-5,197,1,'(197,)',197
-5,-5,197,2,'(39203,)',39203
-5,-5,197,3,'(3822982, 2)',7645964
-5,-5,197,4,'(1506061651,)',1506061651
-5,-5,197,5,'(296709087697,)',296709087697
-5,-5,197,6,'(149111589928, 392)',58451743251776
-5,-5,197,7,'(11514990529874077,)',11514990529874077
-5,-5,197,8,'(756151040352753921, 3)',2268453121058261763
-5,-5,197,9,'(11760138563279567866, 38)',446885265404623578908
-5,-5,197,10,'(8003308844353854227713, 11)',88036397287892396504843
-5,-5,199,1,'(196,)',196
-5,-5,199,2,'(9996, 4)',39984
-5,-5,199,3,'(7882924,)',7882924
-5,-5,199,4,'(196021560, 8)',1568172480
-5,-5,199,5,'(312078871636,)',312078871636
-5,-5,199,6,'(739331559036, 84)',62103850959024
-5,-5,199,7,'(12358664465745724,)',12358664465745724
-5,-5,199,8,'(153710886889860720, 16)',2459374190237771520
-5,-5,199,9,'(489415464076678893796,)',489415464076678893796
-5,-5,199,10,'(2213492667267891571716, 44)',97393677359787229155504
-5,-5,211,1,'(108, 2)',216
-5,-5,211,2,'(5616, 8)',44928
-5,-5,211,3,'(1565244, 6)',9391464
-5,-5,211,4,'(123877728, 16)',1982043648
-5,-5,211,5,'(209114012988, 2)',418228025976
-5,-5,211,6,'(56567918160, 1560)',88245952329600
-5,-5,211,7,'(9309946518938628, 2)',18619893037877256
-5,-5,211,8,'(17539274449150272, 224)',3928797476609660928
-5,-5,211,9,'(46054237110824566188, 18)',828976267994842191384
-5,-5,211,10,'(21864249066945697781616, 8)',174913992535565582252928
-5,-5,223,1,'(196,)',196
-5,-5,223,2,'(1764, 28)',49392
-5,-5,223,3,'(11086348,)',11086348
-5,-5,223,4,'(44159976, 56)',2472958656
-5,-5,223,5,'(551473381396,)',551473381396
-5,-5,223,6,'(1464029857836, 84)',122978508058224
-5,-5,223,7,'(27424204926087004,)',27424204926087004
-5,-5,223,8,'(54603550398381264, 112)',6115597644618701568
-5,-5,223,9,'(1363778273769516816484,)',1363778273769516816484
-5,-5,223,10,'(10861519822684605659844, 28)',304122555035168958475632
-5,-5,227,1,'(238,)',238
-5,-5,227,2,'(25942, 2)',51884
-5,-5,227,3,'(11691274,)',11691274
-5,-5,227,4,'(663803896, 4)',2655215584
-5,-5,227,5,'(602740531358,)',602740531358
-5,-5,227,6,'(9772981453354, 14)',136821740346956
-5,-5,227,7,'(1070984040159586, 29)',31058537164627994
-5,-5,227,8,'(58752399975778320, 120)',7050287997093398400
-5,-5,227,9,'(1600415374254940686478,)',1600415374254940686478
-5,-5,227,10,'(181647144976470028872982, 2)',363294289952940057745964
-5,-5,229,1,'(244,)',244
-5,-5,229,2,'(8784, 6)',52704
-5,-5,229,3,'(12002116,)',12002116
-5,-5,229,4,'(229174560, 12)',2750094720
-5,-5,229,5,'(629764458964,)',629764458964
-5,-5,229,6,'(1144569790224, 126)',144215793568224
-5,-5,229,7,'(33025422128659876,)',33025422128659876
-5,-5,229,8,'(315117568879456320, 24)',7562821653106951680
-5,-5,229,9,'(1731886157525526241204,)',1731886157525526241204
-5,-5,229,10,'(3478964299045057802736, 114)',396601930091136589511904
-5,-5,233,1,'(207,)',207
-5,-5,233,2,'(6003, 9)',54027
-5,-5,233,3,'(3162132, 4)',12648528
-5,-5,233,4,'(327481659, 9)',2947334931
-5,-5,233,5,'(686721109167,)',686721109167
-5,-5,233,6,'(740767366584, 216)',160005751182144
-5,-5,233,7,'(37281334657172967,)',37281334657172967
-5,-5,233,8,'(965172321383131467, 9)',8686550892448183203
-5,-5,233,9,'(26631136275777086364, 76)',2023966356959058563664
-5,-5,233,10,'(52398240129358504721523, 9)',471584161164226542493707
-5,-4,3,1,'(4,)',4
-5,-4,3,2,'(4, 4)',16
-5,-4,3,3,'(28,)',28
-5,-4,3,4,'(8, 8)',64
-5,-4,3,5,'(244,)',244
-5,-4,3,6,'(28, 28)',784
-5,-4,3,7,'(2188,)',2188
-5,-4,3,8,'(80, 80)',6400
-5,-4,3,9,'(19684,)',19684
-5,-4,3,10,'(244, 244)',59536
-5,-4,5,1,'(6,)',6
-5,-4,5,2,'(6, 6)',36
-5,-4,5,3,'(126,)',126
-5,-4,5,4,'(24, 24)',576
-5,-4,5,5,'(3126,)',3126
-5,-4,5,6,'(126, 126)',15876
-5,-4,5,7,'(78126,)',78126
-5,-4,5,8,'(624, 624)',389376
-5,-4,5,9,'(1953126,)',1953126
-5,-4,5,10,'(3126, 3126)',9771876
-5,-4,7,1,'(6,)',6
-5,-4,7,2,'(30, 2)',60
-5,-4,7,3,'(126, 3)',378
-5,-4,7,4,'(120, 20)',2400
-5,-4,7,5,'(16566,)',16566
-5,-4,7,6,'(19530, 6)',117180
-5,-4,7,7,'(824298,)',824298
-5,-4,7,8,'(144240, 40)',5769600
-5,-4,7,9,'(4484214, 9)',40357926
-5,-4,7,10,'(12838650, 22)',282450300
-5,-4,11,1,'(8,)',8
-5,-4,11,2,'(32, 4)',128
-5,-4,11,3,'(280, 5)',1400
-5,-4,11,4,'(1856, 8)',14848
-5,-4,11,5,'(161128,)',161128
-5,-4,11,6,'(88480, 20)',1769600
-5,-4,11,7,'(19478488,)',19478488
-5,-4,11,8,'(4465536, 48)',214345728
-5,-4,11,9,'(471598120, 5)',2357990600
-5,-4,11,10,'(6484435232, 4)',25937740928
-5,-4,13,1,'(6, 2)',12
-5,-4,13,2,'(48, 4)',192
-5,-4,13,3,'(126, 18)',2268
-5,-4,13,4,'(3552, 8)',28416
-5,-4,13,5,'(185046, 2)',370092
-5,-4,13,6,'(19152, 252)',4826304
-5,-4,13,7,'(31381566, 2)',62763132
-5,-4,13,8,'(50985408, 16)',815766528
-5,-4,13,9,'(196377426, 54)',10604381004
-5,-4,13,10,'(34464447408, 4)',137857789632
-5,-4,19,1,'(8, 2)',16
-5,-4,19,2,'(48, 8)',384
-5,-4,19,3,'(3512, 2)',7024
-5,-4,19,4,'(8160, 16)',130560
-5,-4,19,5,'(1236968, 2)',2473936
-5,-4,19,6,'(1959696, 24)',47032704
-5,-4,19,7,'(446930072, 2)',893860144
-5,-4,19,8,'(31220160, 544)',16983767040
-5,-4,19,9,'(161344367048, 2)',322688734096
-5,-4,19,10,'(766383315888, 8)',6131066527104
-5,-4,23,1,'(18,)',18
-5,-4,23,2,'(90, 6)',540
-5,-4,23,3,'(12366,)',12366
-5,-4,23,4,'(4680, 60)',280800
-5,-4,23,5,'(6437538,)',6437538
-5,-4,23,6,'(8223390, 18)',148021020
-5,-4,23,7,'(3404708766,)',3404708766
-5,-4,23,8,'(652588560, 120)',78310627200
-5,-4,23,9,'(1801153196658,)',1801153196658
-5,-4,23,10,'(6904420443450, 6)',41426522660700
-5,-4,29,1,'(22,)',22
-5,-4,29,2,'(418, 2)',836
-5,-4,29,3,'(24574,)',24574
-5,-4,29,4,'(88616, 8)',708928
-5,-4,29,5,'(20518982,)',20518982
-5,-4,29,6,'(42488446, 14)',594838244
-5,-4,29,7,'(17249768558,)',17249768558
-5,-4,29,8,'(10421773296, 48)',500245118208
-5,-4,29,9,'(14507138742646,)',14507138742646
-5,-4,29,10,'(19123055135558, 22)',420707212982276
-5,-4,31,1,'(34,)',34
-5,-4,31,2,'(510, 2)',1020
-5,-4,31,3,'(29614,)',29614
-5,-4,31,4,'(230520, 4)',922080
-5,-4,31,5,'(2603414, 11)',28637554
-5,-4,31,6,'(49307310, 18)',887531580
-5,-4,31,7,'(27512297854,)',27512297854
-5,-4,31,8,'(106611350640, 8)',852890805120
-5,-4,31,9,'(26439632429314,)',26439632429314
